0,-6.7128e-06,1.9024,0.26063,-0.00036376,4.9407e-321,0.012596,-0.096928,-0.15134,-0.017005,-130.83,-41.856,-6.3635,5.1341,-0.045712,6.2103e-319,1.5829
0.01,1.3426e-05,1.9024,0.26073,0.00073911,4.9407e-321,0.012095,-0.028908,-0.11903,-0.020406,-138.18,-51.1,-14.659,-5.0582,0.12558,1.7669e-319,0.41466
0.02,-6.7128e-06,1.9024,0.26086,-0.00058048,4.9407e-321,0.011596,-0.059517,-0.13944,-0.047614,-139.36,-51.812,-14.659,-5.2952,-0.13008,4.9906e-320,0.082286
0.03,1.3426e-05,1.9024,0.26099,0.0014092,4.9407e-321,0.013933,-0.079923,-0.15304,-0.023807,-135.57,-48.019,-11.341,-0.79168,0.21301,1.3943e-320,0.19065
0.04,-6.7128e-06,1.9024,0.2611,-0.0012734,4.9407e-321,0.010793,-0.025507,-0.12924,-0.006802,-135.81,-49.204,-12.052,-2.2139,-0.27649,3.582e-321,-0.1704
0.05,-6.7128e-06,1.9024,0.26124,0.0019276,4.9407e-321,0.011915,-0.083324,-0.14964,-0.03401,-139.6,-53.471,-16.082,-6.9545,0.32356,1.1413e-321,0.031745
0.06,1.3426e-05,1.9024,0.26138,0.00055226,4.9407e-321,0.01441,-0.061218,-0.14454,-0.044213,-133.44,-45.412,-9.4448,1.1046,-0.080741,-7.9051e-323,0.18757
0.07,-6.7128e-06,1.9024,0.26151,-0.0006851,4.9407e-321,0.011203,-0.081623,-0.16665,-0.061218,-134.86,-46.36,-10.867,-0.55465,-0.17847,-7.9051e-323,-0.17605
0.08,1.3426e-05,1.9024,0.26165,0.0012838,4.9407e-321,0.01527,-0.074822,-0.11393,-0.073121,-135.33,-47.782,-10.867,-1.2657,0.19663,-7.9051e-323,0.24084
0.09,-6.7128e-06,1.9024,0.2618,-0.0014175,4.9407e-321,0.017545,-0.037411,-0.14284,-0.091826,-132.73,-43.515,-8.2597,2.7638,-0.2835,-7.9051e-323,0.23132
0.1,-6.7128e-06,1.9024,0.26197,-0.00040612,4.9407e-321,0.016659,-0.06802,-0.13774,-0.078222,-138.89,-51.812,-14.422,-5.5323,0.04641,-7.9051e-323,0.0024124
0.11,1.3426e-05,1.9024,0.26215,0.00072697,4.9407e-321,0.020614,-0.079923,-0.15644,-0.090126,-136.04,-48.256,-11.815,-1.9768,0.1556,-7.9051e-323,0.28362
0.12,-6.7128e-06,1.9024,0.26234,-0.00080897,4.9407e-321,0.021316,-0.027208,-0.13944,-0.11393,-137.23,-50.389,-13.474,-3.162,-0.14873,-7.9051e-323,0.13099
0.13,1.3426e-05,1.9024,0.26252,0.0014454,4.9407e-321,0.016555,-0.064619,-0.13604,-0.14964,-136.52,-49.204,-12.526,-2.2139,0.24096,-7.9051e-323,-0.30333
0.14,1.3426e-05,1.9024,0.26272,0.00041411,4.9407e-321,0.015713,-0.059517,-0.12924,-0.12414,-133.2,-44.938,-8.7338,2.0527,-0.061015,-7.9051e-323,-0.14654
0.15,-6.7128e-06,1.9024,0.26289,-0.00067359,4.9407e-321,0.017229,-0.076522,-0.12244,-0.15644,-136.04,-48.493,-12.052,-1.7398,-0.15405,-7.9051e-323,0.066706
0.16,1.3426e-05,1.9024,0.26307,0.0010341,4.9407e-321,0.017143,-0.088425,-0.14794,-0.17685,-135.57,-47.545,-10.63,-1.2657,0.17074,-7.9051e-323,0.012838
0.17,1.3426e-05,1.9024,0.26326,0.00029626,4.9407e-321,0.019182,-0.064619,-0.13264,-0.16835,-135.33,-47.782,-11.341,-2.2139,-0.044119,-7.9051e-323,0.14952
0.18,-6.7128e-06,1.9024,0.26343,-0.00065935,4.9407e-321,0.012941,-0.073121,-0.13944,-0.18535,-135.33,-47.545,-11.104,-0.55465,-0.13264,-7.9051e-323,-0.40392
0.19,1.3426e-05,1.9024,0.26359,0.00096379,4.9407e-321,0.014786,-0.088425,-0.13434,-0.20236,-136.52,-49.204,-12.763,-2.9249,0.16622,-7.9051e-323,0.016999
0.2,1.3426e-05,1.9024,0.26376,-0.0017469,4.9407e-321,0.014051,-0.057817,-0.11903,-0.18705,-136.04,-48.256,-12.052,-1.7398,-0.29333,-7.9051e-323,-0.04774
0.21,-6.7128e-06,1.9024,0.2639,-0.0005005,4.9407e-321,0.011506,-0.081623,-0.13094,-0.16325,-137.47,-49.915,-12.763,-3.162,0.073146,-7.9051e-323,-0.19561
0.22,1.3426e-05,1.9024,0.26403,0.0010093,4.9407e-321,0.014266,-0.047614,-0.12584,-0.19726,-135.1,-47.782,-10.867,-0.79168,0.21055,-7.9051e-323,0.14179
0.23,-6.7128e-06,1.9024,0.26414,-0.00066645,4.9407e-321,0.010978,-0.078222,-0.12754,-0.18875,-133.44,-43.99,-9.2078,2.0527,-0.15066,-7.9051e-323,-0.1949
0.24,1.3426e-05,1.9024,0.26427,0.00070678,4.9407e-321,0.011419,-0.052715,-0.13094,-0.20576,-135.1,-46.597,-10.63,-0.08059,0.12969,-7.9051e-323,-0.023915
0.25,-6.7128e-06,1.9024,0.2644,-0.0011879,4.9407e-321,0.0079995,-0.056116,-0.13604,-0.21086,-136.99,-49.678,-12.763,-2.9249,-0.20119,-7.9051e-323,-0.25144
0.26,-6.7128e-06,1.9024,0.2645,0.0018132,4.9407e-321,0.0075841,-0.066319,-0.13094,-0.20236,-133.44,-46.123,-10.63,0.39347,0.31987,-7.9051e-323,-0.10128
0.27,1.3426e-05,1.9024,0.26459,0.00051948,4.9407e-321,0.0098208,-0.037411,-0.14624,-0.24147,-139.13,-52.049,-14.422,-4.5842,-0.071534,-7.9051e-323,0.13119
0.28,-6.7128e-06,1.9024,0.26466,-0.0005954,4.9407e-321,0.010986,-0.064619,-0.12414,-0.24827,-135.33,-47.308,-10.393,0.15644,-0.16046,-7.9051e-323,0.1207
0.29,1.3426e-05,1.9024,0.26477,0.00078503,4.9407e-321,0.007966,-0.078222,-0.14794,-0.24997,-137.23,-49.678,-12.526,-2.6879,0.1278,-7.9051e-323,-0.18171
0.3,-6.7128e-06,1.9024,0.26484,-0.0013506,4.9407e-321,0.0052961,-0.06972,-0.13434,-0.20236,-136.28,-48.019,-12.052,-1.7398,-0.232,-7.9051e-323,-0.24272
0.31,-6.7128e-06,1.9024,0.26489,-0.00038696,4.9407e-321,0.0049083,-0.073121,-0.11223,-0.22957,-134.62,-46.123,-10.393,1.3416,0.055069,-7.9051e-323,-0.096824
0.32,1.3426e-05,1.9024,0.26496,0.00063337,4.9407e-321,0.0062371,-0.040812,-0.11563,-0.22617,-137.94,-50.863,-13.474,-5.0582,0.14389,-7.9051e-323,0.067506
0.33,-6.7128e-06,1.9024,0.26501,-0.0016039,4.9407e-321,0.0022264,-0.057817,-0.14624,-0.25337,-136.28,-48.493,-12.289,-1.2657,-0.24019,-7.9051e-323,-0.26771
0.34,-6.7128e-06,1.9024,0.26505,-0.00045951,4.9407e-321,0.0015423,-0.076522,-0.11903,-0.22106,-136.99,-49.678,-12.763,-2.6879,0.075445,-7.9051e-323,-0.12513
0.35,1.3426e-05,1.9024,0.26507,0.0008856,4.9407e-321,0.0021918,-0.086725,-0.14114,-0.25847,-134.38,-45.886,-9.9189,1.5786,0.1905,-7.9051e-323,0.010848
0.36,-6.7128e-06,1.9024,0.26509,-0.00097331,4.9407e-321,0.00014728,-0.081623,-0.12924,-0.24827,-135.1,-47.545,-10.867,-0.79168,-0.17938,-7.9051e-323,-0.14318
0.37,1.3426e-05,1.9024,0.2651,0.0015065,4.9407e-321,0.0045735,-0.078222,-0.13264,-0.25167,-137.7,-51.1,-13.711,-3.8731,0.26057,-7.9051e-323,0.2759
0.38,1.3426e-05,1.9024,0.26511,0.00043161,4.9407e-321,3.0693e-05,-0.061218,-0.13774,-0.26017,-136.04,-48.493,-11.341,-1.0287,-0.060913,-7.9051e-323,-0.24646
0.39,-6.7128e-06,1.9024,0.26511,-0.00089359,4.9407e-321,2.0599e-07,-0.040812,-0.12924,-0.24997,-133.91,-45.649,-10.393,0.86753,-0.18387,-7.9051e-323,-0.072327
0.4,1.3426e-05,1.9024,0.26511,0.0010502,4.9407e-321,1.3824e-09,-0.074822,-0.11903,-0.24317,-135.57,-48.256,-11.341,-0.31762,0.19193,-7.9051e-323,-0.0206
0.41,-6.7128e-06,1.9024,0.26511,-0.0012747,4.9407e-321,9.2778e-12,-0.040812,-0.12414,-0.25167,-136.76,-50.389,-13.237,-2.9249,-0.23752,-7.9051e-323,-0.0058629
0.42,-6.7128e-06,1.9024,0.26511,0.0016579,4.9407e-321,6.2265e-14,-0.06972,-0.14454,-0.24657,-136.99,-49.915,-12.763,-2.4509,0.30091,-7.9051e-323,-0.0016686
0.43,1.3426e-05,1.9024,0.26511,0.00047498,4.9407e-321,4.1787e-16,-0.037411,-0.12924,-0.23467,-136.28,-48.256,-11.815,-1.0287,-0.063003,-7.9051e-323,-0.00047491
0.44,-6.7128e-06,1.9024,0.26511,-0.00081953,4.9407e-321,2.8044e-18,-0.056116,-0.14624,-0.25167,-136.04,-48.73,-11.578,-1.5028,-0.1806,-7.9051e-323,-0.00013516
0.45,1.3426e-05,1.9024,0.26511,0.0009179,4.9407e-321,1.8821e-20,-0.061218,-0.12073,-0.25847,-135.1,-47.308,-11.578,-0.55465,0.16693,-7.9051e-323,-3.8469e-05
0.46,1.3426e-05,1.9024,0.2651,0.00026298,4.9407e-321,-0.00021865,-0.030609,-0.11563,-0.24657,-135.1,-48.019,-11.341,0.6305,-0.03479,-7.9051e-323,-0.015653
0.47,-6.7128e-06,1.9024,0.2651,-0.00071689,4.9407e-321,-1.4674e-06,-0.06802,-0.12584,-0.26528,-135.33,-48.256,-11.815,-1.9768,-0.13304,-7.9051e-323,0.011082
0.48,1.3426e-05,1.9024,0.2651,0.00094731,4.9407e-321,-9.8481e-09,-0.10203,-0.16495,-0.28738,-136.76,-48.73,-12.526,-1.7398,0.17127,-7.9051e-323,0.0032583
0.49,-6.7128e-06,1.9024,0.2651,-0.0016291,4.9407e-321,-6.6092e-11,-0.049314,-0.15815,-0.26528,-136.04,-48.73,-11.815,-1.7398,-0.27501,-7.9051e-323,0.00092806
0.5,-6.7128e-06,1.9024,0.2651,-0.00046673,4.9407e-321,-4.4356e-13,-0.081623,-0.13094,-0.26017,-137.7,-50.152,-13.474,-3.399,0.067793,-7.9051e-323,0.00026414
0.51,1.3426e-05,1.9024,0.2651,0.0008219,4.9407e-321,-2.9768e-15,-0.088425,-0.14624,-0.27718,-135.33,-48.256,-12.289,-1.9768,0.18123,-7.9051e-323,7.5176e-05
0.52,-6.7128e-06,1.9024,0.2651,-0.0011549,4.9407e-321,-1.9978e-17,-0.030609,-0.11393,-0.27378,-130.83,-42.093,-6.8375,4.66,-0.19684,-7.9051e-323,2.1396e-05
0.53,1.3426e-05,1.9024,0.2651,0.0013463,4.9407e-321,-1.3407e-19,-0.059517,-0.12924,-0.29929,-134.38,-46.834,-10.63,0.6305,0.25829,-7.9051e-323,6.0895e-06
0.54,1.3426e-05,1.9024,0.26509,0.00038571,4.9407e-321,-0.00076393,-0.032309,-0.12924,-0.30439,-135.57,-48.493,-11.815,-1.7398,-0.047196,-7.9051e-323,-0.054649
0.55,-6.7128e-06,1.9024,0.26509,-0.00063373,4.9407e-321,-5.1269e-06,-0.061218,-0.13604,-0.29589,-136.99,-50.389,-13.474,-3.8731,-0.14154,-7.9051e-323,0.03873
0.56,1.3426e-05,1.9024,0.26509,0.00097113,4.9407e-321,-3.4407e-08,-0.083324,-0.13604,-0.31459,-131.3,-43.041,-7.3116,4.1859,0.16139,-7.9051e-323,0.011387
0.57,-6.7128e-06,1.9024,0.26509,-0.0016223,4.9407e-321,-2.3091e-10,-0.030609,-0.13604,-0.30099,-134.38,-46.36,-10.156,0.15644,-0.27996,-7.9051e-323,0.0032434
0.58,-6.7128e-06,1.9024,0.26509,-0.00046478,4.9407e-321,-1.5497e-12,-0.042512,-0.14284,-0.29589,-138.41,-51.575,-14.422,-4.5842,0.065773,-7.9051e-323,0.00092311
0.59,1.3426e-05,1.9024,0.26509,0.001173,4.9407e-321,-1.04e-14,-0.091826,-0.13094,-0.32989,-134.38,-47.545,-10.867,-0.55465,0.22453,-7.9051e-323,0.00026273
0.6,-6.7128e-06,1.9024,0.26507,-0.0013411,4.9407e-321,-0.00126,-0.054416,-0.12073,-0.30609,-135.57,-48.256,-11.578,-1.2657,-0.25203,-7.9051e-323,-0.090065
0.61,-6.7128e-06,1.9024,0.26507,-0.00038423,4.9407e-321,-8.4561e-06,-0.061218,-0.10543,-0.30779,-140.07,-53.234,-15.845,-6.9545,0.048514,-7.9051e-323,0.063901
0.62,1.3426e-05,1.9024,0.26506,0.00073325,4.9407e-321,-0.00059489,-0.056116,-0.12414,-0.32819,-135.57,-46.834,-10.867,-0.79168,0.15423,-7.9051e-323,-0.023766
0.63,-6.7128e-06,1.9024,0.26505,-0.00080717,4.9407e-321,-0.00046715,-0.052715,-0.12244,-0.32819,-136.04,-48.493,-12.289,-1.5028,-0.14968,-7.9051e-323,0.0023739
0.64,1.3426e-05,1.9024,0.26505,0.0011592,4.9407e-321,-3.1352e-06,-0.093527,-0.15134,-0.3333,-136.28,-48.73,-11.341,-1.5028,0.2045,-7.9051e-323,0.033871
0.65,-6.7128e-06,1.9024,0.26503,-0.0013451,4.9407e-321,-0.00013259,-0.061218,-0.11393,-0.32479,-135.33,-46.597,-11.104,0.86753,-0.25649,-7.9051e-323,0.00037917
0.66,-6.7128e-06,1.9024,0.26502,-0.00038536,4.9407e-321,-0.0016191,-0.086725,-0.14624,-0.32989,-135.57,-46.597,-10.63,0.6305,0.047601,-7.9051e-323,-0.10624
0.67,1.3426e-05,1.9024,0.26502,0.00063383,4.9407e-321,-1.0866e-05,-0.085024,-0.12244,-0.32989,-135.81,-47.782,-11.578,-0.55465,0.14162,-7.9051e-323,0.084815
0.68,-6.7128e-06,1.9024,0.26501,-0.0010454,4.9407e-321,-6.2655e-05,-0.064619,-0.14284,-0.3367,-136.99,-48.73,-11.815,-0.79168,-0.17072,-7.9051e-323,0.020434
0.69,1.3426e-05,1.9024,0.265,0.0014858,4.9407e-321,-0.00076435,-0.056116,-0.11733,-0.3639,-136.04,-48.967,-12.526,-2.4509,0.2695,-7.9051e-323,-0.044383
0.7,1.3426e-05,1.9024,0.26498,0.00042569,4.9407e-321,-0.0057214,-0.083324,-0.13264,-0.3435,-132.73,-43.753,-7.7856,3.2378,-0.056517,-7.9051e-323,-0.36726
0.71,-6.7128e-06,1.9024,0.26496,-0.00067027,4.9407e-321,-0.0021166,-0.074822,-0.14964,-0.3622,-138.18,-50.626,-13.711,-4.1101,-0.15381,-7.9051e-323,0.15336
0.72,1.3426e-05,1.9024,0.26495,0.0011984,4.9407e-321,-0.00029501,-0.074822,-0.11563,-0.3503,-135.81,-48.019,-11.341,-0.55465,0.19105,-7.9051e-323,0.17396
0.73,-6.7128e-06,1.9024,0.26492,-0.0013338,4.9407e-321,-0.00064554,-0.057817,-0.14454,-0.38941,-136.04,-48.493,-11.815,-1.7398,-0.26383,-7.9051e-323,0.024435
0.74,-6.7128e-06,1.9024,0.26489,-0.00038214,4.9407e-321,-0.0021313,-0.061218,-0.12073,-0.335,-139.13,-53.708,-15.371,-6.7174,0.044503,-7.9051e-323,-0.099334
0.75,1.3426e-05,1.9024,0.26488,0.00068275,4.9407e-321,-0.0036607,-0.078222,-0.13094,-0.37751,-136.52,-48.73,-12.526,-1.9768,0.14648,-7.9051e-323,-0.13769
0.76,-6.7128e-06,1.9024,0.26486,-0.00082164,4.9407e-321,-0.0028638,-0.056116,-0.15644,-0.352,-136.28,-48.967,-11.578,-1.5028,-0.14736,-7.9051e-323,0.017822
0.77,1.3426e-05,1.9024,0.26482,0.0010708,4.9407e-321,-0.0014118,-0.11223,-0.13094,-0.335,-135.57,-47.782,-11.341,-1.2657,0.19587,-7.9051e-323,0.10895
0.78,1.3426e-05,1.9024,0.26478,-0.0017163,4.9407e-321,-0.0023551,-0.074822,-0.13944,-0.38601,-136.52,-48.73,-11.815,-2.2139,-0.29449,-7.9051e-323,-0.036474
0.79,-6.7128e-06,1.9024,0.26475,-0.00049171,4.9407e-321,-0.0011001,-0.040812,-0.12244,-0.3367,-136.52,-48.967,-13,-2.4509,0.07007,-7.9051e-323,0.079398
0.8,1.3426e-05,1.9024,0.26473,0.00087637,4.9407e-321,-0.0032021,-0.079923,-0.14284,-0.3418,-136.28,-49.204,-12.289,-2.2139,0.19186,-7.9051e-323,-0.12778
0.81,1.3426e-05,1.9024,0.26469,-0.0019025,4.9407e-321,-0.0063732,-0.051015,-0.15134,-0.39961,-135.1,-48.019,-12.052,-1.9768,-0.29459,-7.9051e-323,-0.26322
0.82,-6.7128e-06,1.9024,0.26466,-0.00054505,4.9407e-321,-0.0039337,-0.03571,-0.12244,-0.3571,-140.78,-52.76,-14.422,-4.5842,0.086732,-7.9051e-323,0.099606
0.83,1.3426e-05,1.9024,0.26464,0.0013239,4.9407e-321,-0.0047893,-0.083324,-0.12924,-0.37071,-137.23,-49.678,-12.763,-3.162,0.25955,-7.9051e-323,-0.032857
0.84,-6.7128e-06,1.9024,0.2646,-0.0011008,4.9407e-321,-0.0019312,-0.079923,-0.12584,-0.38601,-135.81,-48.73,-11.578,-1.7398,-0.23083,-7.9051e-323,0.19512
0.85,-6.7128e-06,1.9024,0.26456,-0.00031538,4.9407e-321,-0.0025322,-0.093527,-0.13944,-0.3486,-136.04,-49.441,-13.237,-3.162,0.033001,-7.9051e-323,0.012534
0.86,1.3426e-05,1.9024,0.26452,0.00070188,4.9407e-321,-0.0025184,-0.052715,-0.12584,-0.3435,-135.1,-47.545,-11.815,-1.0287,0.13722,-7.9051e-323,0.0045513
0.87,-6.7128e-06,1.9024,0.26449,-0.00095161,4.9407e-321,-0.004707,-0.076522,-0.13094,-0.3639,-134.38,-48.019,-12.289,-1.7398,-0.16873,-7.9051e-323,-0.15527
0.88,1.3426e-05,1.9024,0.26445,0.0015127,4.9407e-321,-0.0032963,-0.093527,-0.16155,-0.3571,-137.94,-50.863,-13.474,-3.8731,0.26165,-7.9051e-323,0.056726
0.89,1.3426e-05,1.9024,0.26438,0.00043339,4.9407e-321,-0.0029142,-0.064619,-0.13944,-0.3554,-135.1,-48.256,-11.815,-1.5028,-0.061161,-7.9051e-323,0.043486
0.9,-6.7128e-06,1.9024,0.26433,-0.00071916,4.9407e-321,-0.0063639,-0.13774,-0.16495,-0.352,-137.94,-50.626,-13.237,-4.1101,-0.16224,-7.9051e-323,-0.23442
0.91,1.3426e-05,1.9024,0.26428,0.001021,4.9407e-321,-0.0048356,-0.06972,-0.13944,-0.3605,-138.18,-51.337,-14.185,-4.8212,0.1725,-7.9051e-323,0.042617
0.92,-6.7128e-06,1.9024,0.26422,-0.001608,4.9407e-321,-0.0088273,-0.052715,-0.12754,-0.3367,-136.04,-48.493,-11.578,-1.7398,-0.28127,-7.9051e-323,-0.27343
0.93,-6.7128e-06,1.9024,0.26414,-0.00046068,4.9407e-321,-0.0093835,-0.083324,-0.13944,-0.3554,-137.23,-50.389,-13.948,-4.1101,0.064119,-7.9051e-323,-0.11761
0.94,1.3426e-05,1.9024,0.26408,0.00082363,4.9407e-321,-0.0082287,-0.071421,-0.13604,-0.36731,-137.23,-50.152,-12.763,-1.9768,0.17964,-7.9051e-323,0.04914
0.95,-6.7128e-06,1.9024,0.26401,-0.0010702,4.9407e-321,-0.0090443,-0.032309,-0.12584,-0.32989,-136.04,-47.545,-11.815,-0.79168,-0.18686,-7.9051e-323,-0.044358
0.96,-6.7128e-06,1.9024,0.26395,0.0019858,4.9407e-321,-0.0047035,-0.078222,-0.12073,-0.3384,-134.62,-46.123,-9.2078,1.3416,0.33085,-7.9051e-323,0.29791
0.97,1.3426e-05,1.9024,0.26387,0.00056894,4.9407e-321,-0.0061051,-0.081623,-0.095227,-0.3316,-135.81,-47.545,-11.341,-0.55465,-0.083887,-7.9051e-323,-0.015483
0.98,-6.7128e-06,1.9024,0.2638,-0.0011432,4.9407e-321,-0.0050408,-0.06972,-0.12584,-0.3452,-137.94,-50.626,-12.763,-3.399,-0.23903,-7.9051e-323,0.071736
0.99,-6.7128e-06,1.9024,0.26372,-0.00032752,4.9407e-321,-0.0057492,-0.10713,-0.14964,-0.32139,-134.15,-45.649,-10.156,1.5786,0.034469,-7.9051e-323,-0.030263
1,1.3426e-05,1.9024,0.26364,0.0006984,4.9407e-321,-0.0070244,-0.06972,-0.13944,-0.3469,-136.28,-48.73,-11.578,-0.08059,0.13873,-7.9051e-323,-0.099843
